fbs_item_code,fbs_item,footprint_type,country_code,country,gleam_region,country_footprint,region_footprint,world_footprint,footprint,geographic_resolution,approved
2805,Rice (Milled Equivalent),mg_abx_tetracycline,0,World,World,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,1,Armenia,Near East and North Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,2,Afghanistan,South Asia,,0.07208413248033776,0.07208413248033776,0.07208413248033776,region,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,3,Albania,Western Europe,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,4,Algeria,Near East and North Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,5,American Samoa,Oceania,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,6,Andorra,Western Europe,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,7,Angola,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,8,Antigua and Barbuda,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,9,Argentina,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,10,Australia,Oceania,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,11,Austria,Western Europe,,,0.07208413248033776,0.0,world,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,12,Bahamas,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,13,Bahrain,Near East and North Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,14,Barbados,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,15,Belgium-Luxembourg,Western Europe,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,16,Bangladesh,South Asia,0.07208413248033776,0.07208413248033776,0.07208413248033776,0.07208413248033776,country,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,17,Bermuda,North America,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,18,Bhutan,South Asia,,0.07208413248033776,0.07208413248033776,0.07208413248033776,region,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,19,Bolivia (Plurinational State of),Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,20,Botswana,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,21,Brazil,Latin America and the Caribbean,,,0.07208413248033776,0.0,world,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,22,Aruba,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,23,Belize,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,25,Solomon Islands,Oceania,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,26,Brunei Darussalam,East Asia and Southeast Asia,,0.07208413248033776,0.07208413248033776,0.07208413248033776,region,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,27,Bulgaria,Eastern Europe,,,0.07208413248033776,0.0,world,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,28,Myanmar,East Asia and Southeast Asia,0.07208413248033776,0.07208413248033776,0.07208413248033776,0.07208413248033776,country,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,29,Burundi,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,32,Cameroon,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,33,Canada,North America,,,0.07208413248033776,0.0,world,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,35,Cabo Verde,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,36,Cayman Islands,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,37,Central African Republic,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,38,Sri Lanka,South Asia,0.07208413248033776,0.07208413248033776,0.07208413248033776,0.07208413248033776,country,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,39,Chad,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,40,Chile,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,41,"China, mainland",East Asia and Southeast Asia,,0.07208413248033776,0.07208413248033776,0.0,region,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,44,Colombia,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,45,Comoros,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,46,Congo,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,47,Cook Islands,Oceania,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,48,Costa Rica,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,49,Cuba,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,50,Cyprus,Near East and North Africa,,,0.07208413248033776,0.0,world,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,52,Azerbaijan,Near East and North Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,53,Benin,Sub-Saharan Africa,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,54,Denmark,Western Europe,,,0.07208413248033776,0.0,world,no
2805,Rice (Milled Equivalent),mg_abx_tetracycline,55,Dominica,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
2805,Rice (Milled Equivalent),mg_abx_tetracycline,56,Dominican Republic,Latin America and the Caribbean,,,0.07208413248033776,0.07208413248033776,world,n.d.
